Timestamp,Organization Name,Primary contact email,In which Orange County cities does your organization conduct community outreach? Check all that apply.,Which of the following race/ethnic group(s) describes the communities that your organization reaches? Check all that apply.,In which language(s) does your organization conduct outreach? Check all that apply.,Which of the following demographic characteristic(s) describe the communities that your organization reaches? Check all that apply.,Which of the following outreach activities does your organization conduct to reach communities? Check all that apply.,"If your organization is listed on OC Nonprofit Central, please post the direct link to the profile page here.",Email Address
12/12/23 11:09,211 Orange County,bdavis@211oc.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda",General,"English, Spanish, Hires translators for other languages","children under 5, youth (ages 5-17), farmworkers, houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, low broadband subscription rate, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, mailings, tabling / flier distribution, virtual events / gatherings",,
9/5/23 12:02,Abound Food Care,skilgore@aboundfoodcare.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, Laguna Beach, Laguna Hills, Laguna Woods, Lake Forest, Mission Viejo, Newport Beach, Orange, Placentia, San Clemente, San Juan Capistrano, Santa Ana, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Black & African American, Latino / Latinx","English, Spanish","houseless / homeless individuals & families, limited English speaking ability, older adults / seniors","food / kit distribution, mailings",https://www.ocnonprofitcentral.org/organizations/abound-food-care,
6/29/23 16:26,"Abrazar, Inc.",m.ortega@abrazarinc.com,"Anaheim, Buena Park, Cypress, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Woods, Los Alamitos, Orange, Placentia, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Latino / Latinx","English, Spanish, Tagalog, Vietnamese","children under 5, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, low broadband subscription rate, older adults / seniors, people with disabilities, veterans","caravan / parade, door-to-door canvassing, in-person events / gatherings, food / kit distribution, peer-to-peer / mass texting, phone banking, tabling / flier distribution",,
11/17/23 14:13,Action Alliance Foundation,Joe@actionallianceinc.com,"Anaheim, Buena Park, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Orange, Santa Ana, Westminster",General,"English, American Sign Language (ASL)","houseless / homeless individuals & families, LGBTQ / LGBTQ+, older adults / seniors, people with disabilities",in-person events / gatherings,https://www.ocnonprofitcentral.org/organizations/action-alliance-foundation,
7/20/23 10:34,Active Discovery,Maryann@activediscovery.org,"Anaheim, Fountain Valley, Garden Grove, Irvine, San Clemente",Latino / Latinx,"English, Spanish","children under 5, houseless / homeless individuals & families, immigrants / refugees, limited English speaking ability","in-person events / gatherings, food / kit distribution",https://www.ocnonprofitcentral.org/organizations/active-discovery,
7/19/23 13:23,AD 67 - Sharon Quirk-Silva,michael.henning@asm.ca.gov,"Anaheim, Buena Park, Cypress, Fullerton, La Palma","Asian American, Latino / Latinx","English, Korean, Spanish","houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, older adults / seniors, people with disabilities, veterans","caravan / parade, in-person events / gatherings, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",,
1/24/23 10:05,"Age Well Senior Services, Inc.",jhamaker@myagewell.org,"Aliso Viejo, Irvine, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Mission Viejo, Newport Beach, Rancho Santa Margarita, San Clemente, San Juan Capistrano",General,"English, Spanish, Tagalog","LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, food / kit distribution, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/age-well-senior-services-inc,
12/11/23 10:22,"Ahri Center, a fiscally sponsored project of Tides Center",lesley@ah-ri.org,"Brea, Buena Park, Fullerton","Asian American, Latino / Latinx","English, Korean, Spanish","LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability","in-person events / gatherings, phone banking, tabling / flier distribution",https://www.ocnonprofitcentral.org/organizations/ahri-center-a-fiscally-sponsored-project-of-tides-center,
10/31/23 11:32,Alzheimer's Orange County,aaron.gutierrez@alzoc.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African (MENA), Native American & Tribal Communities, Native Hawaiian & Pacific Islander","English, Korean, Spanish","limited English speaking ability, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/alzheimers-orange-county,
10/31/23 16:42,American Academy of Pediatrics - Orange County Chapter,jamie@aap-oc.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda",General,"English, Hires translators for other languages","children under 5, youth (ages 5-17), houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability","in-person events / gatherings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",,
11/20/23 6:34,Anaheim Community Foundation,janis@anaheimcf.org,Anaheim,General,"English, Spanish, Hires translators for other languages","children under 5, youth (ages 5-17), houseless / homeless individuals & families, immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, food / kit distribution, media (TV, radio, newspapers), peer-to-peer / mass texting",,
11/21/23 13:37,Anaheim Family YMCA,djauch@anaheimymca.org,"Anaheim, Buena Park, La Palma, Stanton",Latino / Latinx,"English, Spanish","children under 5, youth (ages 5-17), houseless / homeless individuals & families, LGBTQ / LGBTQ+, limited English speaking ability, low broadband subscription rate, older adults / seniors, people with disabilities","in-person events / gatherings, food / kit distribution, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution",https://www.ocnonprofitcentral.org/organizations/ymca-of-anaheim,
6/9/23 16:44,Angels for Higher,RobertH@AngelsFH.org,Anaheim,"Asian American, Black & African American, Latino / Latinx",English,people with disabilities,"media (TV, radio, newspapers)",https://www.ocnonprofitcentral.org/organizations/angels-for-higher,
12/5/23 16:19,"APAIT, a division of Special Service for Groups",ocinfo@apaitonline.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, Laguna Beach, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Stanton, Tustin, Westminster, Yorba Linda","Asian American, Latino / Latinx","English, Chinese (Mandarin), Japanese, Korean, Spanish, Tagalog, Vietnamese","houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability","caravan / parade, in-person events / gatherings, food / kit distribution, peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",,
12/8/23 12:23,Arab American Civic Council,rashad@aaciviccouncil.org,"Anaheim, Fullerton, Garden Grove, Irvine, Mission Viejo",Middle Eastern & North African (MENA),"English, Arabic",immigrants / refugees,"door-to-door canvassing, in-person events / gatherings, mailings, peer-to-peer / mass texting, phone banking, tabling / flier distribution",https://www.ocnonprofitcentral.org/organizations/arab-american-civic-council,
12/19/23 17:59,Arts & Learning Conservatory ,tiesha@artsandlearning.org,"Costa Mesa, Fountain Valley, Irvine, Newport Beach",General,"English, Spanish, Vietnamese","children under 5, youth (ages 5-17)","in-person events / gatherings, tabling / flier distribution",https://www.ocnonprofitcentral.org/organizations/arts-learning-conservatory,
6/9/23 15:27,Arts For All,bryce.artsforall@gmail.com,"Aliso Viejo, Dana Point, Fountain Valley, Irvine, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Mission Viejo, Newport Beach, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana",General,"English, Spanish","children under 5, houseless / homeless individuals & families, immigrants / refugees, people with disabilities","caravan / parade, in-person events / gatherings, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, phone banking, virtual events / gatherings",,
10/31/23 12:22,Arts Orange County,rstein@artsoc.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda",General,"English, Korean, Spanish","youth (ages 5-17), veterans","in-person events / gatherings, mailings, media (TV, radio, newspapers)",https://www.ocnonprofitcentral.org/organizations/arts-orange-county,
9/22/23 11:22,Asian Americans Advancing Justice Southern California,info@ajsocal.org,"Anaheim, Buena Park, Costa Mesa, Cypress, Fountain Valley, Fullerton, Garden Grove, Irvine, La Palma, Los Alamitos, Orange, Santa Ana, Stanton, Westminster, Yorba Linda","Asian American, Native Hawaiian & Pacific Islander","English, Chinese (Cantonese), Chinese (Mandarin), Hindi, Khmer, Korean, Tagalog, Vietnamese","LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities","in-person events / gatherings, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/asian-americans-advancing-justice-southern-california,
1/14/24 16:50,Asociacion de Emprendedor@s,monicarobles@asociaciondeemprendedores.org,Anaheim,Latino / Latinx,Spanish,"immigrants / refugees, limited English speaking ability",in-person events / gatherings,,
8/31/23 16:15,Autism Partnership Foundation (APF),ana@apfmail.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda",General,"English, Spanish","children under 5, people with disabilities","in-person events / gatherings, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/autism-partnership-foundation,
1/15/24 18:50,Backhausdance,nancy@backhausdance.org,"Costa Mesa, Irvine, Newport Beach, Santa Ana",General,English,"children under 5, youth (ages 5-17), LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, low broadband subscription rate, older adults / seniors, people with disabilities","in-person events / gatherings, mailings",https://www.ocnonprofitcentral.org/organizations/backhausdance,
6/30/23 15:02,Boat People SOS - Center for Community Advance,thu.tran@bpsos.org,"Fountain Valley, Garden Grove, Stanton, Westminster",Asian American,"English, Vietnamese","immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities","door-to-door canvassing, in-person events / gatherings, media (TV, radio, newspapers), peer-to-peer / mass texting, phone banking, tabling / flier distribution",,
