Timestamp,Organization Name,Primary contact email,In which Orange County cities does your organization conduct community outreach? Check all that apply.,Which of the following race/ethnic group(s) describes the communities that your organization reaches? Check all that apply.,In which language(s) does your organization conduct outreach? Check all that apply.,Which of the following demographic characteristic(s) describe the communities that your organization reaches? Check all that apply.,Which of the following outreach activities does your organization conduct to reach communities? Check all that apply.,"If your organization is listed on OC Nonprofit Central, please post the direct link to the profile page here.",Email Address
5/31/23 12:53,211 OC,bdavis@211oc.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White","English, Farsi, Spanish, Vietnamese","children under 5, farmworkers, houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, low broadband subscription rate, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, media (TV, radio, newspapers), tabling / flier distribution, virtual events / gatherings",,
9/5/23 12:02,Abound Food Care,skilgore@aboundfoodcare.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, Laguna Beach, Laguna Hills, Laguna Woods, Lake Forest, Mission Viejo, Newport Beach, Orange, Placentia, San Clemente, San Juan Capistrano, Santa Ana, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Black & African American, Latino / Latinx, Non-Hispanic White","English, Spanish","houseless / homeless individuals & families, limited English speaking ability, older adults / seniors","food / kit distribution, mailings",https://www.ocnonprofitcentral.org/organizations/abound-food-care,
6/29/23 16:26,"Abrazar, Inc.",m.ortega@abrazarinc.com,"Anaheim, Buena Park, Cypress, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Woods, Los Alamitos, Orange, Placentia, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Latino / Latinx, Non-Hispanic White","English, Spanish, Tagalog, Vietnamese","children under 5, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, low broadband subscription rate, older adults / seniors, people with disabilities, veterans","caravan / parade, door-to-door canvassing, in-person events / gatherings, food / kit distribution, peer-to-peer / mass texting, phone banking, tabling / flier distribution",,
8/31/23 15:42,Action Alliance Foundation,joe@actionallianceinc.com,"Anaheim, Buena Park, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Orange, Santa Ana, Westminster","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White",English,"houseless / homeless individuals & families, LGBTQ / LGBTQ+, older adults / seniors, people with disabilities",in-person events / gatherings,https://www.ocnonprofitcentral.org/organizations/action-alliance-foundation,
7/20/23 10:34,Active Discovery,Maryann@activediscovery.org,"Anaheim, Fountain Valley, Garden Grove, Irvine, San Clemente","Latino / Latinx, Non-Hispanic White","English, Spanish","children under 5, houseless / homeless individuals & families, immigrants / refugees, limited English speaking ability","in-person events / gatherings, food / kit distribution",https://www.ocnonprofitcentral.org/organizations/active-discovery,
7/19/23 13:23,AD 67 - Sharon Quirk-Silva,michael.henning@asm.ca.gov,"Anaheim, Buena Park, Cypress, Fullerton, La Palma","Asian American, Latino / Latinx, Non-Hispanic White","English, Korean, Spanish","houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, older adults / seniors, people with disabilities, veterans","caravan / parade, in-person events / gatherings, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",,
1/24/23 10:05,"Age Well Senior Services, Inc.",jhamaker@myagewell.org,"Aliso Viejo, Irvine, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Mission Viejo, Newport Beach, Rancho Santa Margarita, San Clemente, San Juan Capistrano","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White","English, Spanish, Tagalog","LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, food / kit distribution, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/age-well-senior-services-inc,
1/30/23 14:49,Alzheimer's Orange County,info@alzoc.org,"Aliso Viejo, Anaheim, Brea, Buena Park, Costa Mesa, Cypress, Dana Point, Fountain Valley, Fullerton, Garden Grove, Huntington Beach, Irvine, La Habra, La Palma, Laguna Beach, Laguna Hills, Laguna Niguel, Laguna Woods, Lake Forest, Los Alamitos, Mission Viejo, Newport Beach, Orange, Placentia, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Santa Ana, Seal Beach, Stanton, Tustin, Villa Park, Westminster, Yorba Linda","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White","English, Spanish",older adults / seniors,"in-person events / gatherings, media (TV, radio, newspapers), tabling / flier distribution, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/alzheimers-orange-county,
8/31/23 15:41,Anaheim Community Foundation,janis@anaheimcf.org,Anaheim,"Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White","English, Spanish","children under 5, houseless / homeless individuals & families, immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, food / kit distribution, media (TV, radio, newspapers), peer-to-peer / mass texting",,
1/23/23 14:08,Anaheim Family YMCA,djauch@anaheimymca.org,"Anaheim, Buena Park, Cypress, La Palma, Stanton","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White","English, Spanish","children under 5, houseless / homeless individuals & families, LGBTQ / LGBTQ+, immigrants / refugees, limited English speaking ability, older adults / seniors, people with disabilities, veterans","in-person events / gatherings, food / kit distribution, mailings, media (TV, radio, newspapers), peer-to-peer / mass texting, tabling / flier distribution, virtual events / gatherings",https://www.ocnonprofitcentral.org/organizations/ymca-of-anaheim,
6/9/23 16:44,Angels for Higher,RobertH@AngelsFH.org,Anaheim,"Asian American, Black & African American, Latino / Latinx, Non-Hispanic White",English,people with disabilities,"media (TV, radio, newspapers)",https://www.ocnonprofitcentral.org/organizations/angels-for-higher,
10/5/22 16:28,Arab American Civic Council,rashad@aaciviccouncil.org,"Anaheim, Fullerton, Garden Grove, Irvine, Mission Viejo",Middle Eastern & North African,"English, Arabic",immigrants / refugees,"door-to-door canvassing, in-person events / gatherings, mailings, peer-to-peer / mass texting, phone banking, tabling / flier distribution",https://www.ocnonprofitcentral.org/organizations/arab-american-civic-council,
8/31/23 16:54,Arts & Learning Organization,durrah@artsandlearning.org,"Costa Mesa, Fountain Valley, Irvine, Newport Beach","Asian American, Black & African American, Latino / Latinx, Middle Eastern & North African, Native American & Tribal Communities, Native Hawaiian & Pacific Islander, Non-Hispanic White","English, Spanish, Vietnamese",children under 5,"in-person events / gatherings, tabling / flier distribution",https://www.ocnonprofitcentral.org/organizations/arts-learning-conservatory,
